Applied Filter Selection,,,,,,,,
,,,,,,,,
NE Name,NE Type,Msg Set,Msg ID,Detailed output,Severity Level,Including Ascending Severity Levels,Only events with annotation,Total Number
Parvez,PCS,140-25101,Minor,processing alarm,duplicate REBUILD option specification,The REBUILD option to ALTER INDEX is specified more than once.,From Oracle doc: Specify the option at most once.,-- not available --
Parvez,PCS,140-25102,Minor,processing alarm,PARALLEL option can only be used with ALTER INDEX REBUILD,The PARALLEL option to ALTER INDEX was used without the REBUILD option.,From Oracle doc: Use ALTER INDEX REBUILD.,-- not available --
Parvez,PCS,140-25103,Minor,processing alarm,NOPARALLEL option can only be used with ALTER INDEX REBUILD,The NOPARALLEL option to ALTER INDEX was used without the REBUILD option.,From Oracle doc: Use ALTER INDEX REBUILD.,-- not available --
Parvez,PCS,140-25104,Minor,processing alarm,UNRECOVERABLE option can only be used with ALTER INDEX REBUILD,The UNRECOVERABLE option to ALTER INDEX was used without the REBUILD option.,From Oracle doc: Use ALTER INDEX REBUILD.,-- not available --
Parvez,PCS,140-25105,Minor,processing alarm,RECOVERABLE option can only be used with ALTER INDEX REBUILD,The RECOVERABLE option to ALTER INDEX was used without the REBUILD option.,From Oracle doc: Use ALTER INDEX REBUILD.,-- not available --
Parvez,PCS,140-25106,Minor,processing alarm,only one of PARALLEL or NOPARALLEL clause may be specified,"PARALLEL was specified more than once, NOPARALLEL was specified more than once, or both PARALLEL and NOPARALLEL were specified in an ALTER INDEX REBUILD statement.",From Oracle doc: Remove all but one of the PARALLEL or NOPARALLEL clauses.,-- not available --
Parvez,PCS,140-25107,Minor,processing alarm,duplicate TABLESPACE option specification,the TABLESPACE was specified more than once in an ALTER INDEX REBUILD statement.,From Oracle doc: Remove all but one of the TABLESPACE clauses.,-- not available --
Parvez,PCS,140-25108,Minor,processing alarm,standby lock name space exceeds size limit of %s characters,The lock name space for the standby database exceeded the maximum string length.,From Oracle doc: Change initialization parameter _STANDBY_LOCK_NAME_SPACE to a character string of less than the specified characters.,-- not available --
Parvez,PCS,140-25109,Minor,processing alarm,standby lock name space has illegal character '%s',"An invalid lock name space was specified for the standby database. The lock name space for the standby database can only contain A-Z, 0-9, '_', '#', '$', '.' and '@' characters.",From Oracle doc: Change initialization parameter _STANDBY_LOCK_NAME_SPACE to a valid character string.,-- not available --
Parvez,PCS,140-25110,Minor,processing alarm,NOSORT may not be used with a bitmap index,An attempt was made to create a bitmap index using the NOSORT option.,From Oracle doc: Remove NOSORT from the CREATE BITMAP INDEX statement.,-- not available --
Parvez,PCS,140-25111,Minor,processing alarm,creation of BITMAP cluster indices is not supported,An attempt was made to create a cluster index with the BITMAP attribute.,From Oracle doc: Remove BITMAP from the CREATE INDEX statement.,-- not available --
Parvez,PCS,140-25112,Minor,processing alarm,maximum number of BITMAP index columns is 30,Too many columns were specified for the index.,From Oracle doc: Create an index on fewer columns.,-- not available --
Parvez,PCS,140-25113,Minor,processing alarm,GLOBAL may not be used with a bitmap index,An attempt was made to create a bitmap index using the GLOBAL option.,"From Oracle doc: Remove GLOBAL from the CREATE BITMAP INDEX statement, and/or add a LOCAL partition descriptor if the table is partitioned.",-- not available --
Parvez,PCS,140-25114,Minor,processing alarm,invalid file number specified in the DUMP DATAFILE/TEMPFILE command,An invalid file number was used in dumping a datafile or temporary file.,From Oracle doc: Specify a valid file number.,-- not available --
Parvez,PCS,140-25115,Minor,processing alarm,duplicate BLOCK option specification,BLOCK (MIN/MAX) was specified more than once in the DUMP DATAFILE/TEMPFILE command.,From Oracle doc: Specify only one BLOCK option.,-- not available --
Parvez,PCS,140-25116,Minor,processing alarm,invalid block number specified in the DUMP DATAFILE/TEMPFILE command,An invalid block number was used in dumping a datafile or temporary file.,From Oracle doc: Specify a valid block number.,-- not available --
Parvez,PCS,140-25117,Warning,indeterminate,MIN/MAX/Block Number expected,"A value other than MIN/MAX, or a block number was entered in the DUMP DATAFILE/TEMPFILE command.",From Oracle doc: Correct the syntax.,-- not available --
Parvez,PCS,140-25118,Warning,indeterminate,invalid DUMP DATAFILE/TEMPFILE option,An invalid option was specified for the DUMP DATAFILE/TEMPFILE command.,From Oracle doc: Correct the syntax.,-- not available --
Parvez,PCS,140-25119,Minor,processing alarm,LOGGING/NOLOGGING option already specified,"In CREATE TABLESPACE, the LOGGING and/or NOLOGGING options were specified more than once.",From Oracle doc: Remove all but one of the logging specifications.,-- not available --
Parvez,PCS,140-25120,Minor,processing alarm,MINIMUM EXTENT option already specified,"In CREATE TABLESPACE, the MINIMUM EXTENT option was specified more than once.",From Oracle doc: Remove all but one of the MINIMUM EXTENT specifications.,-- not available --
Parvez,PCS,140-25121,Minor,processing alarm,MINIMUM EXTENT value greater than maximum extent size,"In CREATE/ALTER TABLESPACE, the value specified for the MINIMUM EXTENT option was greater than the maximum extent size.",From Oracle doc: Choose a lower value for the MINIMUM EXTENT option.,-- not available --
Parvez,PCS,140-25122,Minor,processing alarm,Only LOCAL bitmap indexes are permitted on partitioned tables,An attempt was made to create a global bitmap index on a partitioned table.,From Oracle doc: Create a local bitmap index instead.,-- not available --
Parvez,PCS,140-25123,Minor,processing alarm,Too many components specified in the name.,More components per name than is allowed were specified.,From Oracle doc: Check the name specified for the operation.,-- not available --
Parvez,PCS,140-25124,Minor,processing alarm,Database link name not allowed.,A database link name was specified when it is not permitted.,From Oracle doc: Check the name specified for the operation.,-- not available --
Parvez,PCS,140-25125,Minor,processing alarm,BUFFER_POOL storage option not allowed,An attempt was made to specify the BUFFER_POOL storage option. This option may only be specified during CREATE/ALTER TABLE/CLUSTER/INDEX.,From Oracle doc: Remove this option and retry the statement.,-- not available --
Parvez,PCS,140-25126,Minor,processing alarm,Invalid name specified for BUFFER_POOL,"The name of the buffer pool specified by the user is invalid. The only valid names are KEEP, RECYCLE and DEFAULT.",From Oracle doc: Use a valid name or remove the BUFFER_POOL clause.,-- not available --
Parvez,PCS,140-25127,Minor,processing alarm,RELY not allowed in NOT NULL constraint,An attempt was made to set RELY on for NOT NULL constraint.,From Oracle doc: Only NORELY may be specified for a NOT NULL constraint.,-- not available --
Parvez,PCS,140-25128,Minor,processing alarm,No insert/update/delete on table with constraint (%s.%s) disabled and validated,An attempt was made to insert/update/delete on table with DISABLE VALIDATE constraint.,From Oracle doc: Change the constraint's states.,-- not available --
Parvez,PCS,140-25129,Minor,processing alarm,cannot modify constraint (%s) - no such constraint,The named constraint does not exist for this table.,From Oracle doc: Try again with a constraint that does exist for this table.,-- not available --
Parvez,PCS,140-25130,Warning,indeterminate,cannot modify primary key - primary key not defined for table,An attempt was made to modify a primary key that is not defined for the table.,From Oracle doc: No action required.,-- not available --
Parvez,PCS,140-25131,Warning,indeterminate,cannot modify unique(%s) - unique key not defined for table,An attempt was made to modify a unique key that is not defined for the table.,From Oracle doc: No action required.,-- not available --
Parvez,PCS,140-25132,Minor,processing alarm,UNIQUE constraint (%s.%s) disabled and validated in ALTER TABLE EXCHANGE PARTITION,Cannot ALTER TABLE EXCHANGE PARTITION when the partition and the table have a disabled and validated unique constraints AND the unique keys in the partition is not mutually exclusive from the rest of the table.,From Oracle doc: Change the constraint's status.,-- not available --
Parvez,PCS,140-25133,Minor,processing alarm,duplicate SINGLE TABLE option specified,The SINGLE TABLE option was specified more than once.,From Oracle doc: Specify the SINGLE TABLE option only once.,-- not available --
Parvez,PCS,140-25134,Minor,processing alarm,keyword TABLE expected,The keyword TABLE is missing from the SINGLE TABLE option.,From Oracle doc: Place the keyword TABLE after the keyword SINGLE in the command.,-- not available --
Parvez,PCS,140-25135,Minor,processing alarm,cannot use the SINGLE TABLE option,The SINGLE TABLE option is only valid for hash clusters.,From Oracle doc: Do not specify the SINGLE TABLE option.,-- not available --
Parvez,PCS,140-25136,Minor,processing alarm,this cluster can contain only one table,An attempt was made to store more than one table in a cluster that was created with the SINGLE TABLE option.,From Oracle doc: Do not attempt to store more than one table in the cluster.,-- not available --
Parvez,PCS,140-25137,Minor,processing alarm,Data value out of range,Value from cast operand is larger than cast target size.,From Oracle doc: Increase size of cast target.,-- not available --
Parvez,PCS,140-25138,Minor,processing alarm,%s initialization parameter has been made obsolete,An obsolete initialization parameter has been specified.,"From Oracle doc: The system will come up, but parameters must be examined.",-- not available --
Parvez,PCS,140-25139,Minor,processing alarm,invalid option for CREATE TEMPORARY TABLESPACE,An invalid option appears.,"From Oracle doc: Specify one of the valid options: TEMPFILE, EXTENT MANAGEMENT LOCAL, UNIFORM.",-- not available --
Parvez,PCS,140-25140,Minor,processing alarm,%s space policy cannot be specified for the %s extent management,An invalid option appears.,"From Oracle doc: Make sure that for LOCAL extent management UNIFORM or AUTOALLOCATE is specified, and for DICTIONARY extent management UNIFORM or AUTOALLOCATE are not specified",-- not available --
Parvez,PCS,140-25141,Minor,processing alarm,invalid EXTENT MANAGEMENT clause,An invalid option appears for EXTENT MANAGEMENT clause.,"From Oracle doc: Specify one of the valid options: UNIFORM SIZE, AUTOALLOCATE.",-- not available --
Parvez,PCS,140-25142,Minor,processing alarm,default storage clause specified twice,Default storage clause was specified twice for create tablespace.,From Oracle doc: Specify it once.,-- not available --
Parvez,PCS,140-25143,Minor,processing alarm,default storage clause is not compatible with allocation policy,Default storage clause was specified for a tablespace with AUTOALLOCATE or UNIFORM policy.,From Oracle doc: Omit the storage clause.,-- not available --
Parvez,PCS,140-25144,Minor,processing alarm,invalid option for CREATE TABLESPACE with TEMPORARY contents,An invalid option appears.,"From Oracle doc: Specify one of the valid options: EXTENT MANAGEMENT DICTIONARY, USER.",-- not available --
Parvez,PCS,140-25145,Minor,processing alarm,allocation policy already specified,"In CREATE TABLESPACE, the allocation policy was specified more than once, for example, AUTOALLOCATE and UNIFORM.",From Oracle doc: Remove all but one of the allocation policy specifications.,-- not available --
Parvez,PCS,140-25146,Minor,processing alarm,EXTENT MANAGEMENT option already specified,"In CREATE TABLESPACE, the EXTENT MANAGEMENT option was specified more than once.",From Oracle doc: Remove all but one of the EXTENT MANAGEMENT specifications.,-- not available --
Parvez,PCS,140-25147,Minor,processing alarm,UNIFORM SIZE value greater than maximum extent size,"In CREATE/ALTER TABLESPACE, the value specified for the UNIFORM SIZE option was greater than the maximum extent size.",From Oracle doc: Choose a lower value for the UNIFORM SIZE option.,-- not available --
Parvez,PCS,140-25148,Minor,processing alarm,ONLINE option not permitted,An attempt was made to specify ONLINE for ALTER TABLE MOVE on a table that is not index-organized. The ONLINE option is currently supported only for index-organized tables.,From Oracle doc: Remove the ONLINE option from the command.,-- not available --
Parvez,PCS,140-25149,Minor,processing alarm,Columns of UROWID type may not be indexed,An attempt was made to create an index on a column of UROWID type.,From Oracle doc: Remove the column from the list of indexed columns.,-- not available --
Parvez,PCS,140-25150,Minor,processing alarm,ALTERING of extent parameters not permitted,An attempt was made to alter the extent parameters for a segment in a tablespace with autoallocate or uniform extent allocation policy.,From Oracle doc: Remove the appropriate extent parameters from the command.,-- not available --
Parvez,PCS,140-25151,Minor,processing alarm,Rollback Segment cannot be created in this tablespace,An attempt was made to create a rollback segment in a tablespace with autoallocate extent allocation policy.,From Oracle doc: Specify a different tablespace for the rollback segment.,-- not available --
Parvez,PCS,140-25152,Minor,processing alarm,TEMPFILE cannot be dropped at this time,An attempt was made to drop a TEMPFILE being used by online users.,From Oracle doc: The TEMPFILE has been taken offline. Try again later.,-- not available --
Parvez,PCS,140-25153,Minor,processing alarm,Temporary Tablespace is Empty,An attempt was made to use space in a temporary tablespace with no files.,From Oracle doc: Add files to the tablespace using ADD TEMPFILE command.,-- not available --
Parvez,PCS,140-25175,Minor,processing alarm,no PRIMARY KEY constraint found,A PRIMARY KEY constraint must be defined for a table with this organization.,From Oracle doc: Define a PRIMARY KEY.,-- not available --
Parvez,PCS,140-25176,Minor,processing alarm,storage specification not permitted for primary key,Storage parameters cannot be defined for a PRIMARY KEY constraint for a table with this organization.,From Oracle doc: Remove storage specification for primary key.,-- not available --
Parvez,PCS,140-25177,Minor,processing alarm,UNRECOVERABLE option not permitted,The UNRECOVERABLE option may not be specified for a primary key for a table with this organization.,From Oracle doc: Remove UNRECOVERABLE option for primary key.,-- not available --
Parvez,PCS,140-25178,Minor,processing alarm,duplicate PCTTHRESHOLD storage option specification,The storage option PCTTHRESHOLD is specified more than once.,From Oracle doc: Specify storage options at most once.,-- not available --
Parvez,PCS,140-25179,Minor,processing alarm,invalid PCTTHRESHOLD storage option value,The specified value must be a positive integer.,From Oracle doc: Specify an appropriate value.,-- not available --
Parvez,PCS,140-25180,Minor,processing alarm,PCTTHRESHOLD only valid for certain table organizations,PCTTHRESHOLD can only be specified for tables with certain organizations.,From Oracle doc: Remove the PCTTHRESHOLD option.,-- not available --
Parvez,PCS,140-25181,Minor,processing alarm,missing ON keyword for NESTED INDEX,The ON keyword is required to specify nested index column nest.,From Oracle doc: Add ON keyword.,-- not available --
Parvez,PCS,140-25182,Minor,processing alarm,feature not currently available for index-organized tables,"An attempt was made to use one or more of the following feature(s) not currently supported for index-organized tables: 

CREATE TABLE with LOB/BFILE/VARRAY columns 

partitioning/PARALLEL/CREATE TABLE AS SELECT options 

ALTER TABLE with ADD/MODIFY column options 

CREATE INDEX",From Oracle doc: Do not use the disallowed feature(s) in this release.,-- not available --
Parvez,PCS,140-25183,Minor,processing alarm,index-organized table top index segment is in a different tablespace,An attempt was made to drop a tablespace which contains an index only table's overflow segment but not the top index segment.,From Oracle doc: Find index-organized tables which span the tablespace being dropped and some other tablespace(s). Drop these tables.,-- not available --
Parvez,PCS,140-25184,Minor,processing alarm,column name expected,A column name is not present where required by the CREATE TABLE for specifying last column to be included in the index segment of the index-organized table.,From Oracle doc: Specify a column name where required by the syntax.,-- not available --
Parvez,PCS,140-25185,Minor,processing alarm,index column other than last can not be specified for INCLUDE clause,An index column name other than the last was specified as including column.,"From Oracle doc: Specify either a column name which is not part of index-organized table primary key index, or the last key column of the primary key for the INCLUDING clause.",-- not available --
Parvez,PCS,140-25186,Minor,processing alarm,INCLUDING clause specified for index-organized table without OVERFLOW,INCLUDING clause of a CREATE TABLE is an valid option only for index-organized tables with OVERFLOW clause (at creation time) or if an OVERFLOW segment already exists (at ALTER time).,"From Oracle doc: Specify OVERFLOW clause for the index-organized table: For ALTER, perform ADD OVERFLOW first.",-- not available --
Parvez,PCS,140-25187,Minor,processing alarm,specified exceptions table form incorrect,The specified table does not have the proper field definitions.,From Oracle doc: Specify the correct table to use.,-- not available --
Parvez,PCS,140-25188,Minor,processing alarm,cannot drop/disable/defer the primary key constraint for index-organized tables,"An attempt was made to DROP, DISABLE, or DEFER the primary key constraint for an index-only table. This is not allowed.","From Oracle doc: Do not DROP, DISABLE, or DEFER the primary key constraint for an index-only table.",-- not available --
Parvez,PCS,140-25189,Minor,processing alarm,illegal ALTER TABLE option for an index-organized table,"During ALTER of a index-organized table, the user attempted to enter one or more of the following options: TABLESPACE, ALLOCATE/DEALLOCATE EXTENT, PCTFREE/PCTUSED for IOT top index segment",From Oracle doc: Remove the illegal option(s).,-- not available --
Parvez,PCS,140-25190,Minor,processing alarm,an index-organized table maintenance operation may not be combined with other operations,"ALTER TABLE statement attempted to combine an index-organized table maintenance operation (for example, changing physical attributes) with some other operation (for example, ADD constraint) which is illegal",From Oracle doc: Ensure that a index-organized table maintenance operation is the sole operation specified in ALTER TABLE statement.,-- not available --
Parvez,PCS,140-25191,Minor,processing alarm,cannot reference overflow table of an index-organized table,An attempt was made to directly access the overflow table of an index-organized table.,From Oracle doc: Issue the statement against the parent index-organized table containing the specified overflow table.,-- not available --
Parvez,PCS,140-25192,Minor,processing alarm,invalid option for an index-organized table,"An attempt was made to specify one or more of the following options for an index-organized table: [NO]CACHE, NO LOGGING, CLUSTER.",From Oracle doc: Remove the illegal option(s).,-- not available --
Parvez,PCS,140-25193,Minor,processing alarm,cannot use COMPRESS option for a single column key,An attempt was made to use COMPRESS option on single column key.,From Oracle doc: Remove the COMPRESS option.,-- not available --
Parvez,PCS,140-25194,Minor,processing alarm,invalid COMPRESS prefix length value,The specified value must be a positive integer less than the number of key columns.,From Oracle doc: Specify an appropriate value.,-- not available --
Parvez,PCS,140-25195,Minor,processing alarm,invalid option for index on an index-organized table,"An attempt was made to specify one or more of the following options for index on an IOT: BITMAP, REVERSE, PCTUSED.",From Oracle doc: Specify an appropriate option.,-- not available --
Parvez,PCS,140-25196,Minor,processing alarm,keyword MOVE in ALTER TABLE MOVE must immediately follow table_name,MOVE specified after one/more other ALTER options.,"From Oracle doc: Change order of options, MOVE should be first or remove the illegal option(s).",-- not available --
Parvez,PCS,140-25197,Warning,indeterminate,an overflow segment already exists for the indexed-organized table,An attempt was made to ADD OVERFLOW segment on an index-organized table that already has an overflow segment.,From Oracle doc: No action required.,-- not available --
Parvez,PCS,140-25198,Minor,processing alarm,only range partitioning is supported for index-organized table,"Hash, system, or composite partitioning schemes are not supported.",From Oracle doc: Select a different partitioning scheme.,-- not available --
Parvez,PCS,140-25199,Minor,processing alarm,partitioning key of a index-organized table must be a subset of the primary key,An attempt was made to specify a partitioning key which is not a prefix of the primary key of the index-organized table.,From Oracle doc: Select a different partitioning key.,-- not available --
Parvez,PCS,140-25200,Minor,processing alarm,"invalid value %s, QUEUE_NAME should be [SCHEMA.]NAME",A NULL parameter was specified for QUEUE_NAME.,From Oracle doc: Specify a non-NULL queue name.,-- not available --
Parvez,PCS,140-25201,Minor,processing alarm,"invalid value, VISIBILITY should be ON_COMMIT or IMMEDIATE",An invalid value specified for parameter VISIBILITY.,From Oracle doc: Specify either ON_COMMIT or IMMEDIATE.,-- not available --
Parvez,PCS,140-25202,Minor,processing alarm,"invalid value NULL, %s should be non-NULL",A NULL value was specified for the parameter.,From Oracle doc: Specify a non-NULL value.,-- not available --
Parvez,PCS,140-25203,Minor,processing alarm,"invalid value %s, DELAY should be non-negative",A negative value or NULL was specified for DELAY.,From Oracle doc: Specify a non-negative integer for DELAY.,-- not available --
Parvez,PCS,140-25204,Minor,processing alarm,"invalid value, SEQUENCE_DEVIATION should be BEFORE or TOP",An invalid SEQUENCE_DEVIATION was specified.,From Oracle doc: Specify either the option 'BEFORE' or 'TOP'.,-- not available --
Parvez,PCS,140-25205,Minor,processing alarm,the QUEUE %s.%s does not exist,The specified queue does not exist.,From Oracle doc: Create the queue first before specifying it for enqueue or dequeue.,-- not available --
Parvez,PCS,140-25206,Minor,processing alarm,"enqueue failed, enqueue to exception queue %s.%s not permitted",An attempt was made to enqueue to an exception queue.,From Oracle doc: Try enqueueing to another queue.,-- not available --
Parvez,PCS,140-25207,Minor,processing alarm,"enqueue failed, queue %s.%s is disabled from enqueueing",The queue has been stopped to prevent any further enqueueing.,From Oracle doc: Enable the queue first by using an administrative operation.,-- not available --
Parvez,PCS,140-25208,Minor,processing alarm,RELATIVE_MSGID must be specified if SEQUENCE_DEVIATION is BEFORE,A relative message identifier should be specified if sequence deviation is specified as BEFORE.,From Oracle doc: Either specify an existing relative message identifier or do not specify sequence deviation as BEFORE.,-- not available --
Parvez,PCS,140-25209,Minor,processing alarm,"invalid value %s, EXPIRATION should be non-negative or NEVER",The expiration is less than zero or NULL.,From Oracle doc: Specify a valid value for EXPIRE_AFTER which should be greater than or equal to zero or NEVER.,-- not available --
Parvez,PCS,140-25210,Minor,processing alarm,"invalid value for RELATIVE_MSGID, no message in queue with that msgid",No message in the queue with the MSGID equal to the specified RELATIVE_MSGID.,From Oracle doc: Try again with a valid RELATIVE_MSGID.,-- not available --
Parvez,PCS,140-25211,Minor,processing alarm,invalid DELAY specified when using sequence deviation,The DELAY specified in the enqueue is greater than the delay of the message with the given relative message ID.,From Oracle doc: Set the DELAY to be less than or equal to the delay of the message with the given relative message ID. If the TOP option is used the delay must be less than or equal to the delay of all the messages in the queue.,-- not available --
Parvez,PCS,140-25212,Minor,processing alarm,invalid PRIORITY specified when using sequence deviation,The PRIORITY specified in the enqueue is less than the priority of the message with the given relative message ID.,From Oracle doc: Set the PRIORITY to be less than the delay of the message with the given relative message ID. If the TOP option is used the priority must be greater than or equal to the priority of all the messages in the queue.,-- not available --
Parvez,PCS,140-25213,Normal,indeterminate,message with specified RELATIVE_MSGID has been dequeued,The message specified by the RELATIVE_MSGID field in the sequence deviation BEFORE option has been dequeued.,From Oracle doc: No action required. This is an informational message only.,-- not available --
Parvez,PCS,140-25215,Minor,processing alarm,user_data type and queue type do not match,A user tries to enqueue an object to a queue that was created for objects of different type.,From Oracle doc: Try enqueue again with an object of the right type.,-- not available --
Parvez,PCS,140-25216,Minor,processing alarm,"invalid recipient, either NAME or ADDRESS must be specified","Both attributes, NAME and ADDRESS, were specified null for one of the recipients in the recipient list.",From Oracle doc: Specify a non-null NAME or ADDRESS for the recipient.,-- not available --
Parvez,PCS,140-25217,Minor,processing alarm,"enqueue failed, visibility must be IMMEDIATE for queue %s.%s",An attempt was made to enqueue to a non-persistent queue without setting visibility to IMMEDIATE.,From Oracle doc: Set visibility to IMMEDIATE.,-- not available --
Parvez,PCS,140-25218,Minor,processing alarm,"enqueue failed, delay must be zero for queue %s.%s",An attempt was made to enqueue to a non-persistent queue with delay greater than zero seconds.,From Oracle doc: Set delay to zero.,-- not available --
Parvez,PCS,140-25219,Minor,processing alarm,"enqueue failed, sequence deviation not allowed for queue %s.%s",An attempt was made to enqueue to a non-persistent queue with sequence deviation specified.,From Oracle doc: Do not specify sequence deviation.,-- not available --
Parvez,PCS,140-25225,Minor,processing alarm,"invalid value %s, DEQUEUE_MODE should be REMOVE or BROWSE or LOCKED",An invalid parameter has been specified for DEQUEUE_MODE.,"From Oracle doc: Specify either REMOVE, BROWSE or LOCKED.",-- not available --
Parvez,PCS,140-25226,Minor,processing alarm,"dequeue failed, queue %s.%s is not enabled for dequeue",The queue has not been enabled for dequeue.,From Oracle doc: Enable the queue using START_QUEUE.,-- not available --
Parvez,PCS,140-25228,Minor,processing alarm,timeout or end-of-fetch during message dequeue from %s.%s,User-specified dequeue wait time has passed or the end of the queue has been reached but no message has been retrieved.,From Oracle doc: Try dequeue again with the appropriate WAIT_TIME or the FIRST_MESSAGE option.,-- not available --
Parvez,PCS,140-25230,Minor,processing alarm,"invalid value %s, WAIT should be non-negative",A negative value has been specified for WAIT.,From Oracle doc: Specify a non-negative value or FOREVER.,-- not available --
Parvez,PCS,140-25231,Minor,processing alarm,cannot dequeue because CONSUMER_NAME not specified,A user tried to dequeue from a queue that has been created for multiple consumers but a CONSUMER_NAME was not been specified in the dequeue options.,From Oracle doc: Specify the CONSUMER_NAME in the dequeue options.,-- not available --
Parvez,PCS,140-25232,Minor,processing alarm,duplicate recipients specified for message,An enqueue was performed with duplicate queue agents in the recipients parameter.,From Oracle doc: Remove the duplicate queue agent and retry the call.,-- not available --
Parvez,PCS,140-25233,Minor,processing alarm,invalid parameter specified for NAVIGATION,An invalid parameter has been specified for NAVIGATION.,"From Oracle doc: Choose one of FIRST_MESSAGE, NEXT_MESSAGE or NEXT_TRANSACTION. Use FIRST_MESSAGE for dequeuing the first message that satisfies the criterion, NEXT_MESSAGE for dequeuing the next message that satisfies the criterion and NEXT_TRANSACTION for moving to a set of messages enqueued by another transaction.",-- not available --
Parvez,PCS,140-25234,Minor,processing alarm,NEXT_TRANSACTION navigation option invalid for queue table %s.%s,The NEXT_TRANSACTION navigation option was used in a dequeue from a queue in a queue table that was not created for transactional grouping.,From Oracle doc: Specify either FIRST_MESSAGE or NEXT_MESSAGE as the navigation option. If you want to dequeue messages using transactional grouping create the queue in a queue table that has transactional grouping enabled.,-- not available --
Parvez,PCS,140-25235,Minor,processing alarm,fetched all messages in current transaction,The NEXT_TRANSACTION navigation option was used in a dequeue when there were no more messages that belong to the same transaction.,From Oracle doc: Use the NEXT_TRANSACTION navigation option to move to the next also use the FIRST_MESSAGE option to start from the head of the queue again.,-- not available --
Parvez,PCS,140-25236,Minor,processing alarm,buffer too small for user data,The variable or buffer used for the out parameter payload is too small for the user data dequeued.,From Oracle doc: Increase the size of the buffer or the size of the variable. Maximum size allowed is 32K.,-- not available --
Parvez,PCS,140-25237,Minor,processing alarm,navigation option used out of sequence,The NEXT_MESSAGE or NEXT_TRANSACTION option was specified after dequeuing all the messages.,From Oracle doc: Reset the dequeuing position using the FIRST_MESSAGE navigation option and then specify the NEXT_MESSAGE or NEXT_TRANSACTION option.,-- not available --
Parvez,PCS,140-25238,Minor,processing alarm,too many recipients specified for message destination %s,An ENQUEUE was performed with more than 32 recipients for the given destination (address).,"From Oracle doc: Reduce the number of recipients to 32 or less, and retry the call.",-- not available --
Parvez,PCS,140-25239,Minor,processing alarm,message ID not supplied when dequeuing from exception queue %s.%s,An attempt was made to dequeue from a release 8.0-compatible exception queue without including a message ID in the dequeue options.,"From Oracle doc: Check the application to ensure that the queue name has been specified correctly. If the queue name is correct supply a message ID when dequeuing from a release 8.0-compatible exception queue. Otherwise, upgrade the QUEUE_TABLE containing the queue to release 8.1-compatible using the DBMS_AQADM.MIGRATE_QUEUE_TABLE procedure.",-- not available --
Parvez,PCS,140-25240,Minor,processing alarm,message ID and correlation ID specified in dequeue options,"An attempt was made to dequeue by including both a message ID and a correlation ID in the dequeue options. In the dequeue options, you are permitted to specify either one of message ID or correlation ID, or neither ID.","From Oracle doc: To dequeue a message, specify a message ID or a correlation ID in the dequeue options, but do not specify both. If you want to dequeue in the queue's sort order, then do not specify either the message ID or correlation ID in the dequeue options.",-- not available --
Parvez,PCS,140-25241,Minor,processing alarm,cannot change correlation ID from %s to %s without FIRST_MESSAGE option,An attempt was made to change the correlation ID while using the NEXT_MESSAGE or NEXT_TRANSACTION option for dequeuing.,"From Oracle doc: To use a correlation ID that is different from the previous dequeue call, reset the dequeuing position by using the FIRST_MESSAGE navigation option.",-- not available --
Parvez,PCS,140-25242,Minor,processing alarm,cannot change subscriber name from %s to %s without FIRST_MESSAGE option,An attempt was made to change the subscriber name while using the NEXT_MESSAGE or NEXT_TRANSACTION option for dequeuing.,"From Oracle doc: To use a subscriber name that is different from the previous dequeue call, reset the dequeuing position by using the FIRST_MESSAGE navigation option.",-- not available --
Parvez,PCS,140-25243,Minor,processing alarm,CONSUMER_NAME cannot be specified when dequeuing from exception queue %s.%s,An attempt was made to dequeue from an exception queue by specifying the CONSUMER_NAME in the dequeue options. CONSUMER_NAME can only be specified when dequeuing from a normal queue created for multiple consumers.,From Oracle doc: Specify only the message ID in the dequeue options to dequeue a message from an exception queue.,-- not available --
Parvez,PCS,140-25244,Minor,processing alarm,"dequeue index key not found, QUEUE %s, rowid %s",An internal error was encountered. There may be an inconsistency in the queue table index.,From Oracle doc: Contact Oracle Customer Support. You may need to provide the trace file and information about reproducing the error.,-- not available --
Parvez,PCS,140-25245,Minor,processing alarm,agent name cannot be specified if address is a single-consumer queue or an exception queue,The agent name for the agent in the LISTEN call was specified when the agent address was a single-consumer queue or an exception queue.,From Oracle doc: Do not specify the agent name.,-- not available --
Parvez,PCS,140-25246,Minor,processing alarm,"listen failed, the address %s is an 8.0 style exception queue",An 8.0 style exception queue was specified in the agent-list for the LISTEN call.,From Oracle doc: Specify a normal 8.0 style queue or an 8.1 style queue in the agent-list.,-- not available --
Parvez,PCS,140-25247,Minor,processing alarm,%s is not a recipient of specified message,The consumer name specified in the dequeue options is not a recipient of the message specified by the message ID.,From Oracle doc: Ensure that the agent specified by the consumer name is a recipient of the message specified by the message ID.,-- not available --
Parvez,PCS,140-25248,Minor,processing alarm,duplicate agent specified in the agent list,An agent was specified more than once in the agent list of the LISTEN call.,"From Oracle doc: Remove the duplicate agent specification(s), and retry the call.",-- not available --
Parvez,PCS,140-25249,Minor,processing alarm,"dequeue failed, dequeue not allowed for queue %s.%s",An attempt was made to dequeue from a non-persistent queue.,From Oracle doc: Dequeue from a different queue.,-- not available --
